timestamp,bytes_transferred,packet_count,connection_duration,source_port,destination_port,retransmission_rate,protocol,bytes_per_packet,packets_per_second
2025-11-27T23:18:00,3658,7,0.145828,63441,443,0.0,TLS,522.5714285714286,48.001755492772304
2025-11-27T23:18:00,93,1,1.0,64932,53,0.0,DNS,93.0,1.0
2025-11-27T23:18:00,93,1,1.0,62539,53,0.0,DNS,93.0,1.0
2025-11-27T23:18:00,93,1,1.0,50833,53,0.0,DNS,93.0,1.0
2025-11-27T23:18:00,125,1,1.0,53,50833,0.0,DNS,125.0,1.0
2025-11-27T23:18:00,254,1,1.0,53,64932,0.0,DNS,254.0,1.0
2025-11-27T23:18:00,254,1,1.0,53,62539,0.0,DNS,254.0,1.0
2025-11-27T23:18:00,6658,23,0.186982,55338,443,0.0,QUIC,289.4782608695652,123.00649260356612
2025-11-27T23:18:00,31367,32,0.1327,443,55338,0.0,QUIC,980.21875,241.14544084400902
2025-11-27T23:18:00,3351,8,0.194343,443,63441,0.0,TLS,418.875,41.164333163530465
2025-11-27T23:18:00,132,2,1.007133,63442,443,0.0,TCP,66.0,1.9858350386691728
2025-11-27T23:18:00,98,1,1.0,59752,53,0.0,DNS,98.0,1.0
2025-11-27T23:18:00,98,1,1.0,56661,53,0.0,DNS,98.0,1.0
2025-11-27T23:18:00,98,1,1.0,49235,53,0.0,DNS,98.0,1.0
2025-11-27T23:18:00,200,1,1.0,53,59752,0.0,DNS,200.0,1.0
2025-11-27T23:18:00,92,1,1.0,53871,53,0.0,DNS,92.0,1.0
2025-11-27T23:18:00,92,1,1.0,57599,53,0.0,DNS,92.0,1.0
2025-11-27T23:18:00,92,1,1.0,63135,53,0.0,DNS,92.0,1.0
2025-11-27T23:18:00,175,1,1.0,53,49235,0.0,DNS,175.0,1.0
2025-11-27T23:18:00,200,1,1.0,53,56661,0.0,DNS,200.0,1.0
2025-11-27T23:18:00,7478,45,0.219288,62871,443,0.0,QUIC,166.17777777777778,205.20958739192295
2025-11-27T23:18:00,468,8,9.941882,44420,443,0.0,TCP,58.5,0.8046766195776615
2025-11-27T23:18:00,251,1,1.0,53,53871,0.0,DNS,251.0,1.0
2025-11-27T23:18:00,251,1,1.0,53,57599,0.0,DNS,251.0,1.0
2025-11-27T23:18:00,226,1,1.0,53,63135,0.0,DNS,226.0,1.0
2025-11-27T23:18:00,4134,11,0.102482,51649,443,0.0,QUIC,375.8181818181818,107.33592240588591
2025-11-27T23:18:00,390,7,9.906358,37273,443,0.0,TCP,55.714285714285715,0.7066169019936489
2025-11-27T23:18:00,1776,6,9.918253,443,44420,0.0,TCP,296.0,0.6049452459016724
2025-11-27T23:18:00,82383,70,0.176445,443,62871,0.0,QUIC,1176.9,396.72419167445946
2025-11-27T23:18:00,2066,3,0.025404,44420,443,0.0,TLS,688.6666666666666,118.09163911195088
